0.01	0.03999733338666616	3.998133498660216	
0.02	0.07997866837326832	3.9949344585620876	
0.03	0.11992801295888919	3.9901374979456192	
0.04	0.1598293879383454	3.983744535531091	
0.05	0.1996668332936563	3.9757581284182435	
0.06	0.23942441457783872	3.9661814710634227	
0.07	0.279086229288473	3.9550183940018986	
0.08	0.31863641322849195	3.942273362315642	
0.09	0.35805914685164836	3.927951473847404	
0.1	0.39733866159012243	3.9120584571616233	
0.11	0.43645924616173865	3.894600669253053	
0.12	0.47540525285426916	3.8755850930041045	
0.13	0.5141611037843102	3.855019334391726	
0.14	0.5527112971282275	3.8329116194451633	
0.15	0.5910404133226791	3.80927079095564	
0.16	0.6291331212322355	3.784106304939324	
0.17	0.6669741842816288	3.7574282268551156	
0.18	0.7045484665501799	3.729247227578544	
0.19	0.7418409388259654	3.6995745791335657	
0.2	0.778836684617301	3.6684221501839325	
0.21	0.8155209061191403	3.6358024012858894	
0.22	0.8518789301319992	3.6017283799040314	
0.23	0.8878962139310396	3.56621371519263	
0.24	0.9235583510829658	3.529272612544018	
0.25	0.958851077208406	3.490919847906745	
0.26	0.9937602756874735	3.4511707618752854	
0.27	1.0282719833062264	3.4100412535540383	
0.28	1.0623723958417668	3.3675477741980475	
0.29	1.0960478735837471	3.32370732063236	
0.3	1.1292849467900707	3.2785374284539395	
0.31	1.1620703210746102	3.2320561650174024	
0.32	1.1943908827247842	3.1842821222083346	
0.33	1.2262337039468676	3.135234409006957	
0.34	1.2575860480369372	3.084932643844504	
0.35000000000000003	1.2884353744753823	3.033396946756409	
0.36	1.3187693439429462	2.9806479313343877	
0.37	1.34857582325629	2.926706696481249	
0.38	1.3778428902211026	2.871594817971765	
0.39	1.4065588384008203	2.8153343398225257	
0.4	1.4347121817990456	2.7579477654746194	
0.41000000000000003	1.4622916594537918	2.6994580487926925	
0.42	1.4892862399417186	2.6398885848835296	
0.43	1.515685125790554	2.5792632007384664	
0.44	1.5414777577979386	2.51760614570282	
0.45	1.5666538192549668	2.454942081776521	
0.46	1.591203240072732	2.391296073749658	
0.47000000000000003	1.6151162008102287	2.326693579176797	
0.48	1.6383831366019965	2.2611604381944406	
0.49	1.660994740983941	2.194722863185204	
0.5	1.682941969615793	2.1274074282932913	
0.51	1.704216043898726	2.05924105879509	
0.52	1.7248084544866769	1.990251020329568	
0.53	1.7447109646899726	1.9204649079922458	
0.54	1.763915613769895	1.8499106352975787	
0.55	1.7824147201228708	1.778616423013933	
0.56	1.8002008843530102	1.7066107878756382	
0.5700000000000001	1.8172669922317666	1.6339225311767291	
0.58	1.8336062175435337	1.560580727250692	
0.59	1.8492120248160406	1.486614711841193	
0.6	1.8640781719344526	1.4120540703682614	
0.61	1.8781987126381352	1.336928626094268	
0.62	1.891567998899078	1.2612684281953601	
0.63	1.9041806831810315	1.1851037397418318	
0.64	1.9160317205784498	1.108465025593607	
0.65	1.927116370834386	1.0313829402144528	
0.66	1.9374302002365305	0.9538883154108326	
0.67	1.9469690833906388	0.8760121479993713	
0.68	1.9557292048706325	0.7977855874087052	
0.6900000000000001	1.9637070607447196	0.7192399232200934	
0.7000000000000001	1.9708994599769205	0.6404065726519036	
0.71	1.9773035257034395	0.5613170679933384	
0.72	1.9829166963833729	0.48200304399168514	
0.73	1.9877367268232897	0.4024962251990335	
0.74	1.99176168907528	0.32282841328288264	
0.75	1.994989973208109	0.24303147430571026	
0.76	1.997420287951166	0.16313732597921224	
0.77	1.9990516612109581	0.0831779248974484	
0.78	1.9998834404599326	0.003185253754756087	
0.79	1.9999152929974802	-0.07680869144699447	
0.8	1.9991472060830102	-0.15677191419622968	
0.81	1.997579486941048	-0.23667243027005713	
0.8200000000000001	1.9952127626383473	-0.31647828052738775	
0.8300000000000001	1.9920479798330735	-0.396157543692159	
0.84	1.988086404396152	-0.47567834912147733	
0.85	1.9833296209049371	-0.5550088895534206	
0.86	1.977779532009403	-0.6341174338295946	
0.87	1.971438357671107	-0.7129723395870029	
0.88	1.964308634275237	-0.7915420659147625	
0.89	1.9563932136160893	-0.8697951859699008	
0.9	1.9476952617563903	-0.9477003995477675	
0.91	1.9382182577609126	-1.025226545601642	
0.92	1.9279659923048962	-1.1023426147067852	
0.93	1.9169425661578283	-1.179017761463762	
0.9400000000000001	1.9051523885431907	-1.2552213168361737	
0.9500000000000001	1.892600175374829	-1.3309228004179243	
0.96	1.8792909473706498	-1.4060919326248853	
0.97	1.865230028044401	-1.480698646806443	
0.98	1.8504230415763365	-1.5547131012716862	
0.99	1.8348759105636196	-1.6281056912256215	
1.0	1.8185948536513634	-1.7008470606108868	
1.01	1.8015863830452545	-1.7729081138495346	
1.02	1.7838573019067592	-1.8442600274811023	
1.03	1.7654147016319481	-1.914874261691522	
1.04	1.746265959015033	-1.984722571728546	
1.05	1.7264187332977474	-2.053777019199508	
1.06	1.7058809631057523	-2.1220099832460964	
1.07	1.6846608632732913	-2.1893941715925163	
1.08	1.6627669215573662	-2.2559026314618014	
1.09	1.6402078952427481	-2.321508760356792	
1.1	1.6169928076391802	-2.386186316700709	
1.11	1.593130944472173	-2.449909430333339	
1.12	1.5686318501688397	-2.512652612858821	
1.1300000000000001	1.5435053240402514	-2.574390767840782	
1.1400000000000001	1.5177614163618436	-2.6350992008403495	
1.1500000000000001	1.49141042435344	-2.6947536292937797	
1.16	1.4644628880605028	-2.7533301922250537	
1.17	1.4369295861382523	-2.810805459789975	
1.18	1.4088215315403525	-2.867156442647964	
1.19	1.3801499671138728	-2.9223606011570897	
1.2	1.350926361102302	-2.9763958543900433	
